Age,IsAdult,Job,Qualification,MaritalStatus,Gender,BankBalance,Salary
23,1,PrivateJob,Bachelor,UnMarried,Male,45713,<=50K
57,1,SelfEmployed,Masters,Married,Male,376230,>50K
36,1,PrivateJob,Masters,Married,Male,145576,>50K
17,0,SelfEmployed,School,UnMarried,Male,67808,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Male,113936,<=50K
32,1,PrivateJob,Bachelor,Married,Male,158291,>50K
27,1,PrivateJob,Bachelor,Married,Male,193898,>50K
43,1,PrivateJob,Bachelor,UnMarried,Female,191982,<=50K
21,1,SelfEmployed,Bachelor,UnMarried,Male,72953,<=50K
54,1,PrivateJob,Bachelor,Widowed,Female,271160,<=50K
22,1,PrivateJob,Bachelor,Married,Male,33087,<=50K
29,1,PrivateJob,Bachelor,UnMarried,Male,106153,<=50K
22,1,PrivateJob,School,UnMarried,Male,29444,<=50K
37,1,PrivateJob,Bachelor,Married,Male,105021,>50K
38,1,SelfEmployed,Doctorate,Married,Male,239045,>50K
34,1,PrivateJob,Bachelor,Married,Male,94413,<=50K
45,1,PrivateJob,Bachelor,Married,Male,20534,>50K
28,1,PrivateJob,School,UnMarried,Female,350254,<=50K
68,1,PrivateJob,Doctorate,Divorced,Female,194746,<=50K
36,1,PrivateJob,Bachelor,Married,Male,269042,<=50K
20,1,PrivateJob,School,UnMarried,Male,447488,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Female,267706,<=50K
38,1,PrivateJob,Bachelor,Divorced,Female,198216,<=50K
32,1,PrivateJob,Bachelor,UnMarried,Female,227931,<=50K
34,1,PrivateJob,Bachelor,Married,Male,252646,>50K
47,1,PrivateJob,Bachelor,Widowed,Female,223342,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Female,181776,<=50K
32,1,PrivateJob,Bachelor,Married,Male,132601,>50K
58,1,PrivateJob,Bachelor,Married,Male,205410,<=50K
64,1,SelfEmployed,Bachelor,Married,Male,185912,>50K
38,1,PrivateJob,Bachelor,UnMarried,Female,292570,<=50K
43,1,PrivateJob,Bachelor,UnMarried,Female,76460,<=50K
28,1,PrivateJob,School,Divorced,Male,295163,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Male,27255,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,69847,<=50K
25,1,PrivateJob,School,UnMarried,Male,104993,<=50K
41,1,PrivateJob,Bachelor,Divorced,Male,322980,<=50K
24,1,SelfEmployed,Bachelor,UnMarried,Female,390608,<=50K
41,1,PrivateJob,Bachelor,Married,Male,317539,<=50K
27,1,PrivateJob,Bachelor,Married,Male,195678,<=50K
54,1,PrivateJob,School,Widowed,Male,466502,<=50K
28,1,GovtJob,Bachelor,Divorced,Female,220754,<=50K
29,1,PrivateJob,School,Married,Male,202878,<=50K
36,1,PrivateJob,Bachelor,Divorced,Male,343476,<=50K
41,1,SelfEmployed,Bachelor,Married,Male,93227,>50K
60,1,SelfEmployed,Bachelor,Married,Male,38622,<=50K
34,1,GovtJob,Masters,Married,Male,173730,<=50K
32,1,PrivateJob,Bachelor,UnMarried,Female,178623,<=50K
27,1,PrivateJob,Bachelor,Married,Female,300783,>50K
60,1,PrivateJob,School,Married,Male,224644,<=50K
39,1,PrivateJob,Bachelor,Married,Male,191502,<=50K
59,1,PrivateJob,School,Divorced,Male,61885,<=50K
34,1,SelfEmployed,Doctorate,Married,Male,213887,>50K
36,1,PrivateJob,Bachelor,Married,Male,331395,<=50K
54,1,PrivateJob,Bachelor,Married,Male,145098,>50K
48,1,PrivateJob,Bachelor,Married,Male,123075,>50K
19,1,PrivateJob,School,UnMarried,Male,216804,<=50K
40,1,PrivateJob,Bachelor,Married,Male,188291,>50K
25,1,PrivateJob,Bachelor,UnMarried,Male,33610,<=50K
39,1,PrivateJob,Bachelor,Divorced,Male,234901,<=50K
34,1,SelfEmployed,Bachelor,Married,Male,349148,<=50K
30,1,PrivateJob,Bachelor,Divorced,Female,168443,<=50K
43,1,PrivateJob,Bachelor,UnMarried,Female,211860,<=50K
35,1,PrivateJob,Bachelor,Married,Male,193961,>50K
36,1,GovtJob,Doctorate,Married,Male,52532,>50K
59,1,SelfEmployed,Bachelor,Married,Male,75804,>50K
33,1,SelfEmployed,Bachelor,Married,Male,176185,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Male,306779,<=50K
48,1,PrivateJob,Bachelor,Married,Male,265192,<=50K
54,1,PrivateJob,Bachelor,Widowed,Female,139347,<=50K
49,1,PrivateJob,Bachelor,Divorced,Female,107682,<=50K
37,1,PrivateJob,Bachelor,UnMarried,Female,34173,<=50K
45,1,PrivateJob,Bachelor,Married,Male,128378,<=50K
51,1,SelfEmployed,Bachelor,Divorced,Female,195638,<=50K
46,1,PrivateJob,Bachelor,Married,Male,59287,<=50K
31,1,SelfEmployed,Bachelor,Married,Female,162442,>50K
29,1,SelfEmployed,School,UnMarried,Female,350603,<=50K
39,1,PrivateJob,Bachelor,Married,Female,344743,>50K
35,1,PrivateJob,Bachelor,Married,Male,112077,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Female,176795,>50K
51,1,PrivateJob,Bachelor,Married,Male,137815,>50K
31,1,PrivateJob,Masters,Married,Male,309620,<=50K
39,1,PrivateJob,Bachelor,Married,Male,336880,>50K
26,1,PrivateJob,School,UnMarried,Male,206600,<=50K
25,1,PrivateJob,Bachelor,Married,Male,193051,<=50K
61,1,GovtJob,Bachelor,Married,Male,229062,>50K
49,1,PrivateJob,Bachelor,Divorced,Female,62793,<=50K
53,1,PrivateJob,Bachelor,UnMarried,Female,264939,<=50K
52,1,PrivateJob,School,Married,Male,370552,<=50K
52,1,PrivateJob,Bachelor,Married,Male,163678,<=50K
74,1,SelfEmployed,Bachelor,Widowed,Female,89667,<=50K
50,1,PrivateJob,Bachelor,Divorced,Male,558490,<=50K
29,1,PrivateJob,Bachelor,UnMarried,Female,124680,>50K
76,1,PrivateJob,School,Widowed,Male,208843,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Female,95078,<=50K
25,1,PrivateJob,Bachelor,Married,Male,169679,<=50K
45,1,PrivateJob,Bachelor,Divorced,Female,101320,<=50K
34,1,PrivateJob,Bachelor,Divorced,Female,168906,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Female,212582,<=50K
66,1,SelfEmployed,Masters,Widowed,Male,170617,<=50K
63,1,SelfEmployed,Bachelor,Married,Female,170529,<=50K
27,1,PrivateJob,Bachelor,Married,Male,99897,<=50K
41,1,PrivateJob,Bachelor,Married,Male,104892,<=50K
43,1,PrivateJob,Bachelor,Married,Male,175224,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,149704,<=50K
37,1,GovtJob,Bachelor,Divorced,Female,214542,<=50K
31,1,PrivateJob,Bachelor,Married,Male,167319,<=50K
33,1,GovtJob,Bachelor,Married,Male,43716,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Male,191935,<=50K
70,1,SelfEmployed,Bachelor,Widowed,Female,158642,<=50K
35,1,PrivateJob,Bachelor,Divorced,Female,338611,<=50K
41,1,PrivateJob,Bachelor,Married,Male,136419,>50K
17,0,PrivateJob,School,UnMarried,Female,72321,<=50K
41,1,GovtJob,Bachelor,Married,Female,189956,>50K
44,1,PrivateJob,Bachelor,Divorced,Male,403782,<=50K
47,1,PrivateJob,School,Married,Male,456661,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Male,279041,<=50K
38,1,SelfEmployed,Bachelor,Divorced,Female,65716,<=50K
34,1,PrivateJob,Bachelor,Married,Male,189809,<=50K
62,1,GovtJob,Bachelor,Divorced,Female,223637,<=50K
27,1,GovtJob,Bachelor,Married,Male,199343,<=50K
59,1,PrivateJob,Bachelor,Married,Female,139344,>50K
35,1,PrivateJob,Masters,Married,Male,119098,<=50K
38,1,PrivateJob,Bachelor,Divorced,Female,195025,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Female,186720,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Female,328923,<=50K
59,1,GovtJob,School,Married,Male,159472,<=50K
42,1,PrivateJob,Bachelor,Divorced,Female,138662,<=50K
54,1,GovtJob,Masters,UnMarried,Female,286342,>50K
39,1,PrivateJob,Bachelor,Married,Male,181705,<=50K
41,1,PrivateJob,Bachelor,Married,Male,193882,<=50K
43,1,PrivateJob,Bachelor,Divorced,Female,216497,<=50K
32,1,SelfEmployed,Bachelor,Married,Male,124919,>50K
62,1,PrivateJob,Bachelor,Divorced,Female,109463,<=50K
58,1,PrivateJob,Bachelor,Divorced,Female,256274,<=50K
43,1,PrivateJob,Bachelor,Divorced,Male,326379,<=50K
67,1,SelfEmployed,Bachelor,Married,Male,174995,<=50K
31,1,PrivateJob,Bachelor,Divorced,Female,243142,<=50K
51,1,GovtJob,Masters,Married,Female,155118,>50K
54,1,PrivateJob,Bachelor,UnMarried,Female,189607,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Male,39478,<=50K
35,1,PrivateJob,Bachelor,Married,Male,206951,>50K
22,1,PrivateJob,Bachelor,UnMarried,Female,127647,<=50K
38,1,PrivateJob,Bachelor,Divorced,Male,234298,<=50K
42,1,PrivateJob,Bachelor,Married,Male,182302,<=50K
44,1,GovtJob,Masters,Married,Male,166597,>50K
28,1,SelfEmployed,Bachelor,Married,Male,33363,>50K
74,1,SelfEmployed,Bachelor,Married,Male,167537,>50K
34,1,PrivateJob,Bachelor,Married,Female,179378,<=50K
50,1,GovtJob,Bachelor,Married,Male,297551,<=50K
50,1,PrivateJob,Bachelor,Widowed,Female,198362,<=50K
43,1,PrivateJob,Bachelor,Married,Male,240504,<=50K
29,1,SelfEmployed,Bachelor,Married,Male,169662,<=50K
30,1,SelfEmployed,Bachelor,Divorced,Female,164940,<=50K
61,1,PrivateJob,Bachelor,Married,Male,210488,>50K
21,1,PrivateJob,Bachelor,UnMarried,Female,154835,<=50K
27,1,PrivateJob,Bachelor,UnMarried,Male,333296,<=50K
47,1,PrivateJob,Doctorate,Married,Male,192793,>50K
39,1,PrivateJob,Bachelor,Divorced,Female,49436,<=50K
33,1,PrivateJob,Bachelor,Married,Male,136331,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Female,509048,<=50K
38,1,PrivateJob,Bachelor,Divorced,Female,318610,<=50K
45,1,PrivateJob,Bachelor,Married,Male,104521,<=50K
42,1,PrivateJob,Bachelor,Married,Male,247695,>50K
35,1,PrivateJob,Bachelor,UnMarried,Male,219546,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Female,169699,<=50K
49,1,GovtJob,Bachelor,Divorced,Female,131302,<=50K
50,1,PrivateJob,Bachelor,Divorced,Female,171852,<=50K
36,1,GovtJob,Doctorate,Married,Female,340091,>50K
20,1,PrivateJob,Bachelor,UnMarried,Male,204641,<=50K
49,1,PrivateJob,Bachelor,Divorced,Female,213431,<=50K
40,1,GovtJob,Bachelor,Married,Male,377018,>50K
22,1,PrivateJob,Bachelor,Divorced,Female,184543,<=50K
60,1,SelfEmployed,Bachelor,Divorced,Female,188236,<=50K
67,1,PrivateJob,School,Widowed,Female,233022,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Female,177420,<=50K
60,1,SelfEmployed,Bachelor,Married,Male,21101,<=50K
17,0,PrivateJob,School,UnMarried,Female,52486,<=50K
43,1,PrivateJob,Masters,Married,Female,183273,>50K
49,1,GovtJob,Bachelor,Married,Male,36177,>50K
41,1,PrivateJob,Bachelor,Divorced,Female,124956,>50K
38,1,PrivateJob,Bachelor,Divorced,Male,102350,<=50K
38,1,PrivateJob,Bachelor,Married,Male,165930,<=50K
35,1,PrivateJob,Bachelor,Married,Male,297574,>50K
40,1,PrivateJob,Bachelor,UnMarried,Male,120277,<=50K
23,1,SelfEmployed,Bachelor,Divorced,Female,87569,<=50K
19,1,SelfEmployed,Bachelor,UnMarried,Female,278220,<=50K
40,1,PrivateJob,Bachelor,Married,Male,155972,>50K
46,1,GovtJob,Bachelor,Divorced,Female,162852,<=50K
25,1,PrivateJob,Bachelor,Married,Female,64860,<=50K
36,1,PrivateJob,Bachelor,Married,Male,226013,>50K
24,1,PrivateJob,Bachelor,UnMarried,Male,322674,<=50K
62,1,PrivateJob,Bachelor,Married,Male,202242,<=50K
54,1,PrivateJob,School,Married,Male,175262,<=50K
23,1,PrivateJob,Bachelor,Married,Female,201682,<=50K
60,1,PrivateJob,Bachelor,Married,Female,166330,<=50K
18,0,SelfEmployed,Bachelor,UnMarried,Female,147612,<=50K
41,1,GovtJob,Bachelor,Married,Female,213154,<=50K
45,1,GovtJob,Masters,UnMarried,Female,33798,<=50K
62,1,GovtJob,Bachelor,Widowed,Female,199198,<=50K
28,1,PrivateJob,Bachelor,Married,Female,90915,<=50K
36,1,SelfEmployed,Bachelor,Married,Male,337778,>50K
31,1,PrivateJob,Bachelor,UnMarried,Male,187203,<=50K
44,1,PrivateJob,Bachelor,Married,Male,261497,<=50K
33,1,SelfEmployed,Bachelor,Divorced,Male,361817,<=50K
62,1,SelfEmployed,Bachelor,Married,Male,226546,<=50K
27,1,PrivateJob,School,Married,Female,100168,<=50K
42,1,GovtJob,Bachelor,Divorced,Female,272625,>50K
55,1,PrivateJob,School,UnMarried,Male,254516,<=50K
41,1,PrivateJob,Bachelor,UnMarried,Female,207375,<=50K
26,1,PrivateJob,Bachelor,Married,Male,39092,<=50K
45,1,PrivateJob,Bachelor,Married,Female,48271,>50K
67,1,SelfEmployed,Bachelor,Widowed,Male,152102,<=50K
25,1,PrivateJob,Bachelor,Married,Male,234665,<=50K
30,1,SelfEmployed,Bachelor,Married,Male,127651,>50K
22,1,PrivateJob,Bachelor,UnMarried,Male,180060,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Male,32477,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Female,137658,<=50K
61,1,PrivateJob,Bachelor,Married,Male,228287,<=50K
32,1,PrivateJob,Bachelor,UnMarried,Female,159442,>50K
43,1,PrivateJob,Bachelor,Divorced,Female,33310,<=50K
53,1,PrivateJob,Bachelor,Divorced,Female,270546,<=50K
53,1,GovtJob,Bachelor,Divorced,Male,290290,<=50K
42,1,SelfEmployed,School,Divorced,Male,287037,<=50K
36,1,PrivateJob,Bachelor,Married,Female,128516,>50K
55,1,SelfEmployed,Bachelor,Married,Male,185195,<=50K
35,1,GovtJob,Bachelor,Married,Male,49657,>50K
17,0,PrivateJob,School,UnMarried,Female,98005,<=50K
55,1,SelfEmployed,Bachelor,Divorced,Female,283635,<=50K
36,1,PrivateJob,Bachelor,Married,Male,98360,<=50K
40,1,GovtJob,Masters,Married,Female,202872,>50K
54,1,SelfEmployed,School,Divorced,Female,118365,<=50K
45,1,SelfEmployed,Bachelor,Divorced,Male,184285,<=50K
48,1,PrivateJob,Bachelor,Married,Male,345831,>50K
40,1,GovtJob,Bachelor,UnMarried,Male,99679,>50K
31,1,PrivateJob,Bachelor,Married,Male,253354,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Male,190650,<=50K
34,1,PrivateJob,Bachelor,Married,Female,287737,>50K
19,1,PrivateJob,Bachelor,UnMarried,Female,204389,<=50K
31,1,GovtJob,Bachelor,Married,Male,294870,<=50K
34,1,PrivateJob,Bachelor,UnMarried,Female,159442,<=50K
55,1,GovtJob,Masters,Married,Male,161662,>50K
38,1,PrivateJob,Bachelor,Married,Male,52738,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Male,252024,<=50K
27,1,PrivateJob,School,Married,Male,189702,<=50K
35,1,PrivateJob,Bachelor,Divorced,Male,407913,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Female,166527,<=50K
24,1,SelfEmployed,Bachelor,UnMarried,Female,34918,<=50K
27,1,PrivateJob,Masters,UnMarried,Male,142712,<=50K
18,0,GovtJob,School,UnMarried,Male,201686,<=50K
28,1,GovtJob,Bachelor,Married,Female,179759,<=50K
36,1,PrivateJob,Bachelor,Divorced,Female,94954,<=50K
66,1,PrivateJob,Bachelor,Married,Male,350498,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Female,201743,<=50K
59,1,SelfEmployed,School,Married,Female,119344,<=50K
33,1,PrivateJob,Bachelor,Married,Male,149726,<=50K
28,1,PrivateJob,School,Divorced,Male,419146,<=50K
34,1,PrivateJob,Bachelor,UnMarried,Male,174789,<=50K
41,1,PrivateJob,Bachelor,Divorced,Female,171234,<=50K
30,1,PrivateJob,School,Married,Male,206325,<=50K
59,1,PrivateJob,Bachelor,Married,Male,202682,<=50K
42,1,PrivateJob,Bachelor,Married,Male,121055,<=50K
47,1,PrivateJob,Bachelor,Divorced,Female,160187,>50K
29,1,PrivateJob,School,Married,Female,84366,<=50K
60,1,PrivateJob,Bachelor,Married,Male,139391,>50K
53,1,GovtJob,Bachelor,Married,Male,124094,<=50K
41,1,PrivateJob,School,Married,Male,30759,<=50K
32,1,PrivateJob,Bachelor,Divorced,Female,137875,<=50K
73,1,SelfEmployed,Bachelor,Widowed,Female,139049,>50K
20,1,PrivateJob,Bachelor,UnMarried,Female,238384,<=50K
49,1,PrivateJob,Masters,Married,Male,340755,>50K
36,1,GovtJob,Bachelor,UnMarried,Male,224947,<=50K
33,1,GovtJob,Bachelor,Divorced,Female,111994,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Female,125491,<=50K
34,1,SelfEmployed,Bachelor,Married,Male,310525,<=50K
19,1,SelfEmployed,Bachelor,UnMarried,Female,71592,<=50K
40,1,GovtJob,Bachelor,Married,Male,99185,<=50K
48,1,PrivateJob,Bachelor,Married,Male,249935,<=50K
51,1,PrivateJob,Bachelor,Married,Male,206775,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Male,230704,<=50K
34,1,PrivateJob,Bachelor,Married,Male,242361,<=50K
22,1,PrivateJob,School,Married,Female,134746,<=50K
34,1,SelfEmployed,Bachelor,Married,Male,198613,<=50K
56,1,PrivateJob,Bachelor,Divorced,Male,174040,<=50K
49,1,PrivateJob,Bachelor,Married,Male,165953,<=50K
36,1,PrivateJob,Bachelor,UnMarried,Female,273604,<=50K
18,0,PrivateJob,Bachelor,UnMarried,Female,192409,<=50K
26,1,SelfEmployed,Bachelor,UnMarried,Male,102476,<=50K
48,1,PrivateJob,Bachelor,Married,Male,234504,<=50K
35,1,SelfEmployed,Bachelor,Married,Male,468713,<=50K
29,1,PrivateJob,Bachelor,UnMarried,Male,84560,<=50K
47,1,PrivateJob,Bachelor,Married,Male,148995,>50K
21,1,PrivateJob,Bachelor,Married,Female,34816,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Female,211184,<=50K
53,1,PrivateJob,Bachelor,Married,Male,33304,>50K
65,1,GovtJob,Bachelor,Divorced,Female,179985,<=50K
26,1,PrivateJob,Bachelor,Married,Female,219815,<=50K
50,1,PrivateJob,Bachelor,Married,Male,134766,>50K
26,1,PrivateJob,Bachelor,Married,Male,106548,<=50K
70,1,PrivateJob,Bachelor,Married,Male,89787,<=50K
55,1,PrivateJob,Bachelor,Divorced,Male,164857,<=50K
27,1,GovtJob,Bachelor,UnMarried,Male,257124,<=50K
31,1,PrivateJob,Bachelor,Married,Male,227446,>50K
43,1,PrivateJob,Bachelor,Married,Male,125461,>50K
24,1,PrivateJob,School,Married,Male,189749,<=50K
22,1,PrivateJob,School,UnMarried,Female,176321,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Female,284250,<=50K
23,1,PrivateJob,School,UnMarried,Female,101885,<=50K
41,1,SelfEmployed,Bachelor,Married,Male,134130,<=50K
52,1,PrivateJob,Masters,Married,Male,260938,<=50K
41,1,SelfEmployed,Bachelor,Married,Female,238184,<=50K
59,1,SelfEmployed,School,Married,Male,148626,<=50K
56,1,SelfEmployed,Bachelor,Married,Female,48102,>50K
58,1,PrivateJob,Bachelor,Divorced,Male,234213,>50K
65,1,PrivateJob,Bachelor,Married,Male,113323,>50K
24,1,GovtJob,Bachelor,UnMarried,Male,34246,<=50K
51,1,PrivateJob,Bachelor,Married,Male,175070,>50K
31,1,PrivateJob,Bachelor,Married,Male,279680,<=50K
84,1,PrivateJob,Bachelor,Widowed,Female,188328,<=50K
51,1,PrivateJob,Bachelor,Married,Male,96609,<=50K
24,1,GovtJob,Bachelor,UnMarried,Male,84257,<=50K
30,1,PrivateJob,Bachelor,Married,Male,275632,<=50K
22,1,PrivateJob,School,UnMarried,Male,385540,<=50K
30,1,PrivateJob,Masters,UnMarried,Male,196342,<=50K
47,1,PrivateJob,Bachelor,Divorced,Female,97176,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Female,197714,<=50K
43,1,SelfEmployed,Bachelor,Divorced,Female,147099,<=50K
30,1,PrivateJob,Bachelor,UnMarried,Female,186346,<=50K
46,1,PrivateJob,Masters,Divorced,Female,73434,<=50K
49,1,GovtJob,Bachelor,Married,Male,275074,<=50K
37,1,PrivateJob,School,UnMarried,Female,209214,<=50K
42,1,PrivateJob,Masters,UnMarried,Male,210525,<=50K
57,1,PrivateJob,Bachelor,Married,Male,372020,<=50K
46,1,PrivateJob,Bachelor,UnMarried,Female,176684,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,210474,<=50K
26,1,PrivateJob,Bachelor,Married,Male,293690,>50K
64,1,PrivateJob,Masters,UnMarried,Female,149775,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Female,323009,<=50K
31,1,PrivateJob,Bachelor,Divorced,Male,126950,<=50K
38,1,PrivateJob,Bachelor,Married,Male,172538,>50K
44,1,PrivateJob,Bachelor,Divorced,Male,115411,<=50K
42,1,SelfEmployed,Bachelor,Married,Male,101709,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Male,265356,<=50K
31,1,GovtJob,Masters,Married,Male,192565,>50K
35,1,SelfEmployed,School,Married,Male,348771,<=50K
30,1,SelfEmployed,Bachelor,Divorced,Male,148959,<=50K
35,1,PrivateJob,Bachelor,Divorced,Male,126569,<=50K
40,1,PrivateJob,Bachelor,Married,Female,105936,<=50K
18,0,PrivateJob,School,UnMarried,Female,188076,<=50K
23,1,PrivateJob,School,UnMarried,Male,184400,<=50K
63,1,PrivateJob,Bachelor,Married,Male,124242,<=50K
20,1,GovtJob,Bachelor,UnMarried,Male,200819,<=50K
50,1,GovtJob,Masters,Married,Male,100480,>50K
49,1,PrivateJob,Masters,Married,Male,129513,<=50K
53,1,SelfEmployed,School,Married,Male,297796,<=50K
34,1,PrivateJob,Bachelor,Divorced,Female,195488,<=50K
54,1,PrivateJob,Bachelor,Divorced,Male,153486,>50K
40,1,PrivateJob,Bachelor,Married,Male,126845,>50K
22,1,PrivateJob,Bachelor,UnMarried,Female,206974,<=50K
28,1,PrivateJob,School,UnMarried,Male,412149,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Male,653574,<=50K
37,1,PrivateJob,School,UnMarried,Female,70562,<=50K
62,1,PrivateJob,Bachelor,Married,Female,197514,<=50K
19,1,SelfEmployed,Bachelor,UnMarried,Male,309284,<=50K
51,1,PrivateJob,Bachelor,Widowed,Female,334679,<=50K
65,1,PrivateJob,Bachelor,Widowed,Female,105116,<=50K
31,1,PrivateJob,Bachelor,UnMarried,Female,151484,<=50K
42,1,SelfEmployed,Bachelor,Divorced,Male,78765,>50K
42,1,PrivateJob,Bachelor,Married,Female,98427,<=50K
54,1,PrivateJob,Bachelor,Married,Male,230767,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,117606,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Female,68642,<=50K
42,1,PrivateJob,School,Divorced,Male,341638,<=50K
30,1,PrivateJob,Bachelor,UnMarried,Male,65920,<=50K
33,1,GovtJob,Bachelor,Married,Male,188246,<=50K
33,1,PrivateJob,Bachelor,Divorced,Female,198727,<=50K
39,1,PrivateJob,Bachelor,Divorced,Male,160728,<=50K
27,1,PrivateJob,School,Married,Male,706026,<=50K
20,1,SelfEmployed,School,UnMarried,Male,348148,<=50K
62,1,PrivateJob,School,Married,Male,77884,<=50K
17,0,PrivateJob,School,UnMarried,Male,160758,<=50K
58,1,PrivateJob,Bachelor,Divorced,Female,201112,>50K
69,1,SelfEmployed,Masters,Married,Male,107850,>50K
34,1,PrivateJob,Bachelor,Married,Male,230246,>50K
34,1,PrivateJob,Bachelor,Divorced,Male,203034,>50K
20,1,PrivateJob,Bachelor,UnMarried,Male,373935,<=50K
64,1,GovtJob,Bachelor,Married,Female,341695,>50K
27,1,PrivateJob,Bachelor,Married,Male,119793,<=50K
41,1,PrivateJob,Bachelor,Married,Female,178002,>50K
40,1,PrivateJob,School,Married,Male,233130,<=50K
53,1,GovtJob,Masters,Married,Male,192982,>50K
44,1,PrivateJob,Doctorate,UnMarried,Male,33155,<=50K
37,1,PrivateJob,School,UnMarried,Female,187346,<=50K
46,1,PrivateJob,Bachelor,Married,Male,78529,>50K
17,0,PrivateJob,School,UnMarried,Male,101626,<=50K
35,1,PrivateJob,Bachelor,Divorced,Male,117567,<=50K
36,1,GovtJob,Bachelor,Divorced,Female,110791,<=50K
49,1,GovtJob,Bachelor,Married,Male,207120,>50K
48,1,PrivateJob,Bachelor,Divorced,Female,43206,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Male,120238,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Female,189219,<=50K
35,1,GovtJob,Bachelor,Married,Male,190895,<=50K
29,1,PrivateJob,School,UnMarried,Male,83517,<=50K
54,1,PrivateJob,Bachelor,Married,Male,35557,>50K
36,1,GovtJob,Bachelor,Divorced,Male,59313,<=50K
25,1,PrivateJob,Bachelor,Married,Male,202033,<=50K
18,0,GovtJob,School,UnMarried,Male,55658,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Female,118186,<=50K
22,1,PrivateJob,Bachelor,Married,Male,279901,<=50K
52,1,PrivateJob,Bachelor,Married,Male,110954,>50K
36,1,SelfEmployed,Bachelor,Married,Female,90159,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Female,122489,<=50K
49,1,SelfEmployed,Doctorate,UnMarried,Male,43348,>50K
42,1,PrivateJob,Bachelor,Married,Male,34278,>50K
37,1,PrivateJob,Bachelor,Married,Male,37778,<=50K
39,1,PrivateJob,Bachelor,UnMarried,Male,160623,<=50K
32,1,PrivateJob,Bachelor,UnMarried,Male,342458,<=50K
53,1,PrivateJob,Bachelor,Married,Male,64322,<=50K
30,1,PrivateJob,School,Married,Male,373914,<=50K
51,1,PrivateJob,Bachelor,Married,Female,205884,>50K
62,1,GovtJob,Bachelor,Divorced,Female,208266,<=50K
38,1,PrivateJob,School,Married,Male,222450,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Male,348420,<=50K
39,1,PrivateJob,Bachelor,Married,Male,136081,<=50K
37,1,GovtJob,Bachelor,UnMarried,Male,197284,<=50K
27,1,SelfEmployed,Bachelor,Married,Female,204773,<=50K
41,1,PrivateJob,Bachelor,Married,Male,206066,<=50K
47,1,SelfEmployed,Bachelor,Married,Male,61885,>50K
25,1,PrivateJob,Bachelor,Married,Female,299908,>50K
35,1,PrivateJob,Bachelor,Divorced,Female,46028,<=50K
47,1,PrivateJob,Bachelor,Married,Male,239865,>50K
30,1,PrivateJob,Bachelor,UnMarried,Male,154587,<=50K
29,1,PrivateJob,Bachelor,Married,Male,244473,<=50K
36,1,PrivateJob,Bachelor,Married,Female,32334,>50K
42,1,PrivateJob,Bachelor,Married,Male,319588,<=50K
51,1,PrivateJob,Bachelor,Married,Male,226735,<=50K
34,1,PrivateJob,Bachelor,Divorced,Male,226443,<=50K
44,1,SelfEmployed,Bachelor,Divorced,Male,359259,<=50K
27,1,PrivateJob,Bachelor,UnMarried,Male,36851,<=50K
39,1,PrivateJob,Bachelor,Divorced,Male,393480,<=50K
46,1,PrivateJob,Bachelor,Divorced,Male,33109,<=50K
32,1,SelfEmployed,Bachelor,Divorced,Male,188246,<=50K
